Id,MPEG-1,MPEG-2,MPEG-4,QuickTime,RealMedia,Year,Genre,Keywords,Duration,Color,Sound,Amount of Motion,Language,Sponsor,Contributing Organization,Transcript Available,Digitization Date,Digitizing Organization
6433,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-AtomicClocks.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-AtomicClocks.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-AtomicClocks.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-AtomicClocks.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-AtomicClocks.ram,2003,Educational,NASA Kids Science News; Space; Time; Clocks; Space Travel; Cesium; Atoms; Einstein; Atomic Clock; International Space Station;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6434,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-BitsAndBytes.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-BitsAndBytes.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-BitsAndBytes.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-BitsAndBytes.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-BitsAndBytes.ram,2003,Educational,NASA Kids Science News; Computer; Memory; Storage; Binary; Zero; One; Bits; Bytes;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6435,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-BoilingFluids.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-BoilingFluids.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-BoilingFluids.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-BoilingFluids.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-BoilingFluids.ram,2003,Educational,NASA Kids Science News; Boil; Microgravity; Bubble; Vapor; Convection; Buoyancy; Dense; Weightless; Experiment; Space; Technology; Energy Transfer;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6436,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-CDs.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-CDs.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-CDs.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-CDs.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-CDs.ram,2003,Educational,NASA Kids Science News; Sound; Digital Code; CD; Technology; Music; Laser Beam; Pits; Micron; Track;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6437,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-ComputerMouse.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-ComputerMouse.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-ComputerMouse.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-ComputerMouse.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-ComputerMouse.ram,2003,Educational,NASA Kids Science News; Computer Mouse; Opto-Mechanical Device; Light; Motion; Signals; Computer; Cursor;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6438,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-ComputerVirus.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-ComputerVirus.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-ComputerVirus.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-ComputerVirus.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-ComputerVirus.ram,2003,Educational,NASA Kids Science News; Computer Virus; Systems; Sick; Program; Email; Infected Attachment; Anti-virus; Files;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6439,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-CoolestGas.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-CoolestGas.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-CoolestGas.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-CoolestGas.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-CoolestGas.ram,2003,Educational,NASA Kids Science News; Gases; Cool; Temperature; Laser; Atom; Bose-Einstein; Matter; States; Liquids; Solids; Clocks; Navigate; Distance;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6440,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-E-Mail.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-E-Mail.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-E-Mail.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-E-Mail.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-E-Mail.ram,2003,Educational,NASA Kids Science News; Email; Technology; Computer; Message; Server; Send; Receive; Post Office; Electronically;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6441,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-FloatingInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-FloatingInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-FloatingInSpace.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-FloatingInSpace.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-FloatingInSpace.ram,2003,Educational,NASA Kids Science News; International Space Station; Weightless; Zero-Gravity; Float; Free-Falling; ISS; Orbit;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6442,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-FoodInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-FoodInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-FoodInSpace.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-FoodInSpace.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-FoodInSpace.ram,2003,Educational,NASA Kids Science News; Space Food; Astronauts; Diet; Vegetables; Freeze-Dried; Hydroponics; Water; Soil;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6443,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-Fractions.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-Fractions.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-Fractions.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-Fractions.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-Fractions.ram,2003,Educational,NASA Kids Science News; Fractions; Whole; Piece; Pizza; Divide; Numerator; Denominator;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6444,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-GloveBoxes.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-GloveBoxes.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-GloveBoxes.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-GloveBoxes.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-GloveBoxes.ram,2003,Educational,NASA Kids Science News; Glove Box; Astronauts; Space; Experiment; Flames; Protein Crystals; Metals; Fumes;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6445,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-Inventors.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-Inventors.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-Inventors.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-Inventors.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-Inventors.ram,2003,Educational,NASA Kids Science News; Inventions; Kevlar; Windshield Wiper; Inventors; Mary Anderson; Non-refelective Glass; Hedy Lamarr; Cell Phones; Radio-controlled Turpedoes;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6446,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-MarsOdyssey.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-MarsOdyssey.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-MarsOdyssey.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-MarsOdyssey.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-MarsOdyssey.ram,2003,Educational,NASA Kids Science News; Mars Odyssey; Spacecraft; Water; Oxygen; Fuel; Mars; Hydrogen; Chemistry;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6447,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-MarsRecords.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-MarsRecords.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-MarsRecords.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-MarsRecords.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-MarsRecords.ram,2003,Educational,NASA Kids Science News; Planet; Mars; Mt. Everest; Olympus; Valles Marineris; Canyon; Records; Kilometer; Grand Canyon;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6448,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-MarsRovers.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-MarsRovers.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-MarsRovers.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-MarsRovers.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-MarsRovers.ram,2003,Educational,NASA Kids Science News; Mars; Radio Waves; Pathfinder; Remote Control; Robot; Sojourner; Satellites; Rovers;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6449,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-MedicalBenefits.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-MedicalBenefits.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-MedicalBenefits.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-MedicalBenefits.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-MedicalBenefits.ram,2003,Educational,NASA Kids Science News; Astronauts; Blood Pressure; Eye Surgery; Medicine; Medical Equipement; Ear Thermometers; Arteries; Doctors; Scientists; Space Medicine Research;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6450,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-Nanotechnology.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-Nanotechnology.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-Nanotechnology.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-Nanotechnology.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-Nanotechnology.ram,2003,Educational,NASA Kids Science News; Nano; Nanotechnology; Billionth; Nanometer;  Computers; Technology; Nanorobots; Scientists; Ozone Layer; Nano Technology; Cancer; Cells;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6451,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-NegativeNumbers.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-NegativeNumbers.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-NegativeNumbers.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-NegativeNumbers.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-NegativeNumbers.ram,2003,Educational,NASA Kids Science News; Negative Numbers; Number Line; Thermometer; Subtraction; Minus; Zero; Less Than;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6452,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-PlantsInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-PlantsInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-PlantsInSpace.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-PlantsInSpace.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-PlantsInSpace.ram,2003,Educational,NASA Kids Science News; Plants; Earth; Grow; Space; Gravity; Zero-Gravity; Light; Experiments; NASA; Scientists; Carbon Dioxide; Food; Purify; Oxygen;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6453,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-SandResearch.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-SandResearch.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-SandResearch.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-SandResearch.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-SandResearch.ram,2003,Educational,NASA Kids Science News; Sand; Space; Astronauts; Particles; Ground; Quick Sand; Liquefaction; Studying; Gravity; Earthquake;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6454,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-SpaceFlightPhysicalChanges.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-SpaceFlightPhysicalChanges.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-SpaceFlightPhysicalChanges.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-SpaceFlightPhysicalChanges.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-SpaceFlightPhysicalChanges.ram,2003,Educational,NASA Kids Science News; Astronauts; Physical Changes; Body Fluids; Bones; Spine; Grow; Exercise; Heart; Muscles; Body;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6455,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-TheInternet.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-TheInternet.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-TheInternet.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-TheInternet.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-TheInternet.ram,2003,Educational,NASA Kids Science News; Server; Computer; Internet; Pages; Website; Address; KSNN; Link; Computer Mouse; Packet; Electrical Signal; Information;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6456,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-TheZero.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-TheZero.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-TheZero.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-TheZero.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-TheZero.ram,2003,Educational,NASA Kids Science News; Mathmetician; Zero; Mayans; Negative Numbers; Multiply; Addition; Indian; Numbers; Symbols;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6457,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-TimeZones.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-TimeZones.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-TimeZones.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-TimeZones.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-TimeZones.ram,2003,Educational,NASA Kids Science News; Time Zones; Earth; Sphere; 360 Degrees; Longitude; 24 Hours; Sun; Noon;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6458,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-WaterInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-WaterInSpace.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-WaterInSpace.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-WaterInSpace.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-WaterInSpace.ram,2003,Educational,NASA Kids Science News; Water Cycle; Space; Water Supply; Recycle; Astronauts; Nature; Earth; Rain; Evaporation;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6459,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/NASAKSN-WindTunnels.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/NASAKSN-WindTunnels.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/NASAKSN-WindTunnels.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/NASAKSN-WindTunnels.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/NASAKSN-WindTunnels.ram,2003,Educational,NASA Kids Science News; Wind Tunnel; Airplane; Fan; Wind; Testing; Models; Scale; Aircraft; Race Cars; Spacecraft;,00:00:58,Yes,Yes,Low,English,NASA,NASA,No,2004,Open Video
6460,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-AguaEnMarte.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-AguaEnMarte.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-AguaEnMarte.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-AguaEnMarte.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-AguaEnMarte.ram,2003,Educational,Kathy Santos; Marte; Mars; Agua; Water; Planeta; Planet; Hielo; Lago Michigan; Lake Michigan; Helada; Ice; Beber; Drink; Ox’geno; Oxygen; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6461,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-MarteRompiendoRecords.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-MarteRompiendoRecords.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-MarteRompiendoRecords.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-MarteRompiendoRecords.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-MarteRompiendoRecords.ram,2003,Educational,Felipe; Marte; Mars; Volcano; Volcan; Olympus; Canyon; Valles Marineris; Grand Canyon; Canyon Grande; Noticias Cientificas; Kids' Science News Network; Noticiencias;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6462,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-UnAutoDeControlRemotoEnMarte.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-UnAutoDeControlRemotoEnMarte.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-UnAutoDeControlRemotoEnMarte.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-UnAutoDeControlRemotoEnMarte.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-UnAutoDeControlRemotoEnMarte.ram,2003,Educational,Andrea; Auto De Controla; Remote Control Car; Marte; Mars; Pathfinder; Onda Radio; Radio Waves; Robot; 2004; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6463,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-LasPlantasEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LasPlantasEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-LasPlantasEnElEspacio.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-LasPlantasEnElEspacio.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-LasPlantasEnElEspacio.ram,2003,Educational,Carolina; Luz; Light; Plantas; Plants; Experimentos; Experiments; Ox’geno; Oxygen; Carbon Di—xido; Carbon Dioxide; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6464,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-ElGasMasFrio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElGasMasFrio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-ElGasMasFrio.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-ElGasMasFrio.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-ElGasMasFrio.ram,2003,Educational,Mary; Gas; Frio; Cold; Temperatura; Temperature; Atomos; Atoms; L‡ser; Laser; Grado; Degree; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6465,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-ElCuerpoEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElCuerpoEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-ElCuerpoEnElEspacio.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-ElCuerpoEnElEspacio.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-ElCuerpoEnElEspacio.ram,2003,Educational,Lisa; Cuerpo; Body; Cambiar; Change; Fluidos; Fluids; Espina; Spine; Hueso; Bone; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6466,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-ElNanotecnologia.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElNanotecnologia.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-ElNanotecnologia.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-ElNanotecnologia.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-ElNanotecnologia.ram,2003,Educational,Lisa; Nanotecnolog’a; Nanotechnology; Atomo; Atom; Nano; Nanometro; Nanometer; Peque–o; Small; Tiny; Cabello; Hair; CŽlula; Cell; Noticiencias; Noticias Ciencias; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6467,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-FlotandoEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-FlotandoEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-FlotandoEnElEspacio.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-FlotandoEnElEspacio.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-FlotandoEnElEspacio.ram,2003,Educational,Alejandra; Flotar; Floating; Gravidad; Gravity; Caida Libre; Free Fall; Noventa Por Ciento; Ninety Percent; Astronautas; Astronauts; Tierra; Earth; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
6468,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg1/es/NASAKSN-EnfermoEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-EnfermoEnElEspacio.mpg,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg4/es/NASAKSN-EnfermoEnElEspacio.mp4,http://nasa.ibiblio.org/video/NASAKidsScienceNews/quicktime/es/NASAKSN-EnfermoEnElEspacio.mov,http://nasa.ibiblio.org/video/NASAKidsScienceNews/real/es/NASAKSN-EnfermoEnElEspacio.ram,2003,Educational,Daniela; Medicos; Astronautas; 1961; Ojos; Temperatura; Se Enferman; BebŽ; Term—metro; Noticiencias; Noticias Cientificas; Kids' Science News Network;,00:00:58,Yes,Yes,Low,Spanish,NASA,NASA,No,2004,Open Video
